"","fecha","posicion","cancion","artista"
"6561",2000-01-22,32,"Rhythm Divine","Enrique Iglesias"
"6562",1974-02-16,32,"Abra-Ca-Dabra","The De Franco Family"
"6563",2001-04-28,32,"Ain't Nothing 'Bout You","Brooks & Dunn"
"6564",2012-09-15,32,"50 Ways To Say Goodbye","Train"
"6565",1966-05-28,32,"Band Of Gold","Mel Carter"
"6566",1973-06-16,32,"Daddy Could Swear, I Declare","Gladys Knight And The Pips"
"6567",1988-10-08,32,"Another Lover","Giant Steps"
"6568",1959-05-16,32,"Almost Grown","Chuck Berry"
"6569",1961-08-19,32,"Princess","Frank Gari"
"6570",1963-05-25,32,"Come And Get These Memories","Martha & The Vandellas"
"6571",1965-02-06,32,"Somewhere In Your Heart","Frank Sinatra"
"6572",1973-03-31,32,"Cook With Honey","Judy Collins"
"6573",1973-09-29,32,"Rocky Mountain Way","Joe Walsh"
"6574",1974-06-08,32,"Another Park, Another Sunday","The Doobie Brothers"
"6575",1979-08-25,32,"Different Worlds","Maureen McGovern"
"6576",1982-06-19,32,"Personally","Karla Bonoff"
"6577",1985-12-07,32,"Conga","Miami Sound Machine"
"6578",1993-06-05,32,"Sleeping Satellite","Tasmin Archer"
"6579",1977-12-24,32,"(Love Is) Thicker Than Water","Andy Gibb"
"6580",1988-09-17,32,"Chains Of Love","Erasure"
"6581",1989-10-28,32,"Don't Close Your Eyes","KIX"
"6582",2000-04-15,32,"Party Up (Up In Here)","DMX"
"6583",2007-07-14,32,"Same Girl","R. Kelly Duet With Usher"
"6584",2017-02-11,32,"Rockabye","Clean Bandit Featuring Sean Paul & Anne-Marie"
"6585",1960-06-25,32,"Pennies From Heaven","The Skyliners"
"6586",1990-08-18,32,"Close To You","Maxi Priest"
"6587",1993-08-21,32,"Another Sad Love Song","Toni Braxton"
"6588",1991-02-02,32,"Deeper Shade Of Soul","Urban Dance Squad"
"6589",2008-03-15,32,"Dey Know","Shawty Lo"
"6590",1992-05-23,32,"Come & Talk To Me","Jodeci"
"6591",1983-01-29,32,"Back On The Chain Gang","Pretenders"
"6592",2011-08-20,32,"Stereo Hearts","Gym Class Heroes Featuring Adam Levine"
"6593",2006-11-04,32,"Stuntin' Like My Daddy","Birdman & Lil Wayne"
"6594",1960-08-13,33,"Don't Come Knockin'","Fats Domino"
"6595",1963-06-08,33,"Ain't That A Shame!","The 4 Seasons"
"6596",1969-05-31,33,"Stand!","Sly & The Family Stone"
"6597",1965-07-17,33,"Oo Wee Baby, I Love You","Fred Hughes"
"6598",1963-04-27,33,"Don't Be Afraid, Little Darlin'","Steve Lawrence"
"6599",1969-08-16,33,"Along Came Jones","Ray Stevens"
"6600",1964-07-25,33,"Alone","The 4 Seasons"
"6601",1998-09-05,33,"So Into You","Tamia"
"6602",1964-07-11,33,"Beans In My Ears","The Serendipity Singers"
"6603",1962-03-03,33,"Surfer's Stomp","The Marketts"
"6604",1962-09-08,33,"Come On Little Angel","The Belmonts"
"6605",1964-10-03,33,"Always Together","Al Martino"
"6606",1969-02-15,33,"Sweet Cream Ladies, Forward March","The Box Tops"
"6607",1970-01-03,33,"Cold Turkey","Plastic Ono Band"
"6608",1996-05-11,33,"Renee","Lost Boyz"
"6609",1964-10-17,33,"20-75","Willie Mitchell"
"6610",1970-02-14,33,"Oh Me Oh My (I'm A Fool For You Baby)","Lulu"
"6611",1973-04-28,33,"Oh La De Da","The Staple Singers"
"6612",1974-11-16,33,"Play Something Sweet (Brickyard Blues)","Three Dog Night"
"6613",1968-12-07,33,"Battle Hymn Of The Republic","Andy Williams with the St. Charles Borromeo Choir"
"6614",1970-12-12,33,"Only Love Can Break Your Heart","Neil Young"
"6615",1971-02-13,33,"1900 Yesterday","Liz Damon's Orient Express"
"6616",1977-05-07,33,"Cherry Baby","Starz"
"6617",1988-02-06,33,"853-5937","Squeeze"
"6618",1992-10-03,33,"Always The Last To Know","Del Amitri"
"6619",1965-11-27,33,"Rusty Bells","Brenda Lee"
"6620",1987-03-07,33,"As We Lay","Shirley Murdock"
"6621",1987-03-28,33,"Smoking Gun","The Robert Cray Band"
"6622",1989-04-15,33,"Seventeen","Winger"
"6623",2011-10-15,33,"Nothing","The Script"
"6624",1975-10-18,33,"Blue Eyes Crying In The Rain","Willie Nelson"
"6625",1977-11-26,33,"She's Not There","Santana"
"6626",1980-08-16,33,"One In A Million You","Larry Graham"
"6627",1989-06-03,33,"Cuddly Toy (Feel For Me)","Roachford"
"6628",1993-09-04,33,"Break It Down Again","Tears For Fears"
"6629",1975-05-10,33,"Bad Luck (Part 1)","Harold Melvin And The Blue Notes"
"6630",1975-09-06,33,"Rocky","Austin Roberts"
"6631",1979-02-03,33,"Dancin' Shoes","Nigel Olsson"
"6632",1981-03-07,33,"Somebody's Knockin'","Terri Gibbs"
"6633",1981-10-17,33,"Alien","Atlanta Rhythm Section"
"6634",1986-10-04,33,"Take Me Home Tonight","Eddie Money"
"6635",1992-09-19,33,"Nothing Broken But My Heart","Celine Dion"
"6636",1999-11-13,33,"Bug A Boo","Destiny's Child"
"6637",1972-08-26,33,"Popcorn","Hot Butter"
"6638",1973-10-13,33,"Summer (The First Time)","Bobby Goldsboro"
"6639",2009-09-26,33,"Sweet Dreams","Beyonce"
"6640",1980-05-17,33,"Should've Never Let You Go","Neil Sedaka & Dara Sedaka"
"6641",1975-08-02,33,"Ballroom Blitz","Sweet"
"6642",1989-03-25,33,"Sincerely Yours","Sweet Sensation (With Romeo J.D.)"
"6643",1998-05-23,33,"Say It","Voices Of Theory"
"6644",2008-08-23,34,"All I Want To Do","Sugarland"
"6645",1963-02-02,34,"Remember Then","The Earls"
"6646",1959-05-09,34,"Six Nights A Week","The Crests"
"6647",1969-03-15,34,"Crossroads","Cream"
"6648",1965-09-11,34,"Sugar Dumpling","Sam Cooke"
"6649",1964-08-08,34,"Do I Love You?","The Ronettes"
"6650",1966-08-06,34,"Billy And Sue","B.J. Thomas And The Triumphs"
"6651",1971-12-25,34,"Behind Blue Eyes","The Who"
"6652",1995-12-23,34,"Blessed","Elton John"
"6653",1965-01-02,34,"One More Time","The Ray Charles Singers"
"6654",1972-11-04,34,"Don't Do It","The Band"
"6655",1990-01-13,34,"Principal's Office","Young M.C."
"6656",2010-08-21,34,"Pretty Boy Swag","Soulja Boy Tell'em"
"6657",1963-01-19,34,"See See Rider","LaVern Baker"
"6658",1968-07-06,34,"Pictures Of Matchstick Men","The Status Quo"
"6659",1976-10-02,34,"Sunrise","Eric Carmen"
"6660",1977-05-14,34,"Cinderella","Firefall"
"6661",1981-12-05,34,"Poor Man's Son","Survivor"
"6662",1984-07-07,34,"Romancing The Stone","Eddy Grant"
"6663",1961-02-11,34,"Angel On My Shoulder","Shelby Flint"
"6664",1962-09-15,34,"Stop The Wedding","Etta James"
"6665",1983-08-13,34,"Dead Giveaway","Shalamar"
"6666",1986-10-04,34,"Paranoimia","Art Of Noise With Max Headroom"
"6667",1993-01-30,34,"Stand Up (Kick Love Into Motion)","Def Leppard"
"6668",2007-04-14,34,"Rock Yo Hips","Crime Mob Featuring Lil Scrappy"
"6669",2012-07-14,34,"5-1-5-0","Dierks Bentley"
"6670",1973-02-17,34,"Big City Miss Ruth Ann","Gallery"
"6671",1975-08-09,34,"Rendezvous","The Hudson Brothers"
"6672",1977-10-01,34,"Don't It Make My Brown Eyes Blue","Crystal Gayle"
"6673",1978-07-29,34,"Stuff Like That","Quincy Jones"
"6674",1983-04-16,34,"Some Kind Of Friend","Barry Manilow"
"6675",1985-05-04,34,"'Til My Baby Comes Home","Luther Vandross"
"6676",1991-04-13,34,"Stone Cold Gentleman","Ralph Tresvant"
"6677",2006-06-17,34,"Summertime","Kenny Chesney"
"6678",1988-04-30,34,"Strange But True","Times Two"
"6679",1993-10-23,34,"Come Baby Come","K7"
"6680",2008-02-16,34,"Stop And Stare","OneRepublic"
"6681",1986-04-05,34,"Saturday Love","Cherrelle With Alexander O'Neal"
"6682",1974-06-22,34,"Already Gone","Eagles"
"6683",1975-04-05,34,"Shoeshine Boy","Eddie Kendricks"
"6684",2001-12-29,34,"Roll Out (My Business)","Ludacris"
"6685",1978-11-04,34,"One Nation Under A Groove - Part I","Funkadelic"
"6686",1995-08-26,34,"Roll To Me","Del Amitri"
"6687",1987-07-25,34,"Can't We Try","Dan Hill (Duet With Vonda Shepard)"
"6688",2002-06-01,34,"Still Fly","Big Tymers"
"6689",2015-07-11,34,"Classic Man","Jidenna Featuring Roman GianArthur"
"6690",1968-12-28,34,"Stand By Your Man","Tammy Wynette"
"6691",1970-08-29,35,"Summertime Blues","The Who"
"6692",1992-03-07,35,"Paper Doll","P.M. Dawn"
"6693",2008-06-07,35,"Shake It","Metro Station"
"6694",1968-03-23,35,"Carpet Man","The 5th Dimension"
"6695",1965-01-16,35,"Do-Wacka-Do","Roger Miller"
"6696",1960-07-23,35,"One Of Us (Will Weep Tonight)","Patti Page"
"6697",1994-05-07,35,"Completely","Michael Bolton"
"6698",1962-08-04,35,"Bongo Stomp","Little Joey And The Flips"
"6699",1991-12-14,35,"Spending My Time","Roxette"
"6700",1967-11-25,35,"Beg, Borrow And Steal","Ohio Express"
"6701",1970-06-27,35,"Baby Hold On","The Grass Roots"
"6702",1971-07-24,35,"Chicago","Graham Nash"
"6703",1976-09-25,35,"Superstar","Paul Davis"
"6704",1981-09-12,35,"Chloe","Elton John"
"6705",1994-07-16,35,"100% Pure Love","Crystal Waters"
"6706",1967-01-28,35,"Blue Autumn","Bobby Goldsboro"
"6707",1968-03-16,35,"Cab Driver","The Mills Brothers"
"6708",1973-01-20,35,"Reelin' & Rockin'","Chuck Berry"
"6709",1976-06-05,35,"Crazy On You","Heart"
"6710",1977-12-17,35,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)","Chic"
"6711",1978-09-30,35,"Almost Like Being In Love","Michael Johnson"
"6712",1961-06-17,35,"Count Every Star","Donnie and The Dreamers"
"6713",1970-01-24,35,"She Came In Through The Bathroom Window","Joe Cocker"
"6714",1982-11-20,35,"Rock The Casbah","The Clash"
"6715",1986-06-21,35,"Digging Your Scene","The Blow Monkeys"
"6716",1990-06-16,35,"Club At The End Of The Street","Elton John"
"6717",1991-11-09,35,"Rush","Big Audio"
"6718",1970-10-17,35,"Stand By Your Man","Candi Staton"
"6719",1973-04-07,35,"Daisy A Day","Jud Strunk"
"6720",1977-04-09,35,"Angel In Your Arms","Hot"
"6721",1984-11-24,35,"Centipede","Rebbie Jackson"
"6722",1969-01-25,35,"Ready Or Not Here I Come (Can't Hide From Love)","The Delfonics"
"6723",1987-12-05,35,"Crazy","Icehouse"
"6724",1992-08-08,35,"Please Don't Go","K.W.S."
"6725",2009-07-18,35,"Alright","Darius Rucker"
"6726",1961-03-25,35,"Once Upon A Time","Rochell And The Candles With Johnny Wyatt"
"6727",2000-07-01,35,"Desert Rose","Sting Featuring Cheb Mami"
"6728",2000-01-22,35,"All The Small Things","Blink-182"
"6729",1994-03-05,36,"(Lay Your Head On My) Pillow","Tony Toni Tone"
"6730",1965-11-27,36,"Ring Dang Doo","Sam The Sham and the Pharaohs"
"6731",1967-03-25,36,"Sit Down, I Think I Love You","The Mojo Men"
"6732",1970-12-26,36,"Do It","Neil Diamond"
"6733",1976-01-31,36,"Deep Purple","Donny & Marie Osmond"
"6734",1996-10-05,36,"Ascension (Don't Ever Wonder)","Maxwell"
"6735",2005-03-12,36,"Sugar (Gimme Some)","Trick Daddy Featuring Ludacris, Lil' Kim & Cee-Lo"
"6736",2001-03-10,36,"One More Day","Diamond Rio"
"6737",2003-02-01,36,"Paradise","LL Cool J Featuring Amerie"
"6738",1973-06-30,36,"Satin Sheets","Jeanne Pruett"
"6739",1979-03-24,36,"Bustin' Loose","Chuck Brown & The Soul Searchers"
"6740",1985-10-19,36,"So In Love","Orchestral Manoeuvres In The Dark"
"6741",2008-09-20,36,"Do You Believe Me Now","Jimmy Wayne"
"6742",1961-05-06,36,"Some Kind Of Wonderful","The Drifters"
"6743",1966-09-03,36,"Almost Persuaded","David Houston"
"6744",1968-10-19,36,"Break Your Promise","The Delfonics"
"6745",1979-08-11,36,"Born To Be Alive","Patrick Hernandez"
"6746",1980-10-04,36,"Out Here On My Own","Irene Cara"
"6747",1987-04-04,36,"Serious","Donna Allen"
"6748",1999-07-17,36,"Better Days (And The Bottom Drops Out)","Citizen King"
"6749",2013-02-16,36,"All Gold Everything","Trinidad James"
"6750",1973-10-27,36,"Nutbush City Limits","Ike & Tina Turner"
"6751",1982-07-24,36,"Paperlate","Genesis"
"6752",1987-01-31,36,"Can't Help Falling In Love","Corey Hart"
"6753",2002-12-07,36,"React","Erick Sermon Featuring Redman"
"6754",2008-11-08,36,"T-Shirt","Shontelle"
"6755",1972-06-10,36,"Daddy Don't You Walk So Fast","Wayne Newton"
"6756",1975-06-28,36,"Slippery When Wet","Commodores"
"6757",1981-06-13,36,"Seven Year Ache","Rosanne Cash"
"6758",2016-11-05,36,"Scars To Your Beautiful","Alessia Cara"
"6759",1989-04-15,36,"Birthday Suit (From ""Sing"")","Johnny Kemp"
"6760",1972-05-13,36,"Ask Me What You Want","Millie Jackson"
"6761",2014-07-26,36,"Bartender","Lady Antebellum"
"6762",1969-08-23,36,"Did You See Her Eyes","The Illusion"
"6763",1968-05-25,37,"Ain't No Way","Aretha Franklin"
"6764",1965-06-19,37,"Concrete And Clay","Unit Four plus Two"
"6765",1964-08-29,37,"She's The One","The Chartbusters"
"6766",1967-04-22,37,"Show Me","Joe Tex"
"6767",1992-06-06,37,"Not The Only One","Bonnie Raitt"
"6768",2006-12-09,37,"She's Everything","Brad Paisley"
"6769",1984-04-14,37,"One In A Million","The Romantics"
"6770",2001-01-20,37,"South Side","Moby Featuring Gwen Stefani"
"6771",1969-10-18,37,"By The Time I Get To Phoenix","Isaac Hayes"
"6772",1970-07-25,37,"Steal Away","Johnnie Taylor"
"6773",2007-11-24,37,"Can't Help But Wait","Trey Songz"
"6774",1961-11-25,37,"Rock-A-Bye Your Baby With A Dixie Melody","Aretha Franklin"
"6775",1962-04-14,37,"Something's Got A Hold On Me","Etta James"
"6776",1973-12-15,37,"Corazón","Carole King"
"6777",1977-04-30,37,"Old Fashioned Boy (You're The One)","Stallion"
"6778",1983-10-15,37,"Can't Shake Loose","Agnetha Faltskog"
"6779",2005-07-23,37,"Back Then","Mike Jones"
"6780",2013-08-17,37,"Round Here","Florida Georgia Line"
"6781",1974-04-13,37,"Outside Woman","Bloodstone"
"6782",1974-07-06,37,"Come Monday","Jimmy Buffett"
"6783",1993-04-10,37,"So Alone","Men At Large"
"6784",2004-07-31,37,"Somebody","Reba McEntire"
"6785",1988-06-11,37,"Supersonic","J.J. Fad"
"6786",1960-08-06,37,"Bad Man Blunder","The Kingston Trio"
"6787",1973-04-28,37,"Armed And Extremely Dangerous","First Choice"
"6788",1973-04-07,37,"One Man Band (Plays All Alone)","Ronnie Dyson"
"6789",1986-01-25,37,"Digital Display","Ready For The World"
"6790",1988-01-16,37,"Pump Up The Volume","M/A/R/R/S"
"6791",2013-07-13,37,"Runnin' Outta Moonlight","Randy Houser"
"6792",1969-03-22,37,"Do Your Thing","The Watts 103rd Street Rhythm Band"
"6793",2002-04-06,37,"Saturday (Oooh! Ooooh!)","Ludacris Featuring Sleepy Brown"
"6794",1967-05-27,37,"Alfie","Dionne Warwick"
"6795",1965-03-06,38,"Bye, Bye, Baby (Baby, Goodbye)","The 4 Seasons Featuring the ""Sound of Frankie Valli"""
"6796",1958-09-20,38,"She Was Only Seventeen (He Was One Year More)","Marty Robbins"
"6797",2007-12-15,38,"Stay","Sugarland"
"6798",1971-08-07,38,"Summer Sand","Dawn"
"6799",1969-08-23,38,"Clean Up Your Own Back Yard","Elvis Presley"
"6800",2013-04-20,38,"Bugatti","Ace Hood Featuring Future & Rick Ross"
"6801",1965-05-01,38,"Peaches ""N"" Cream","The Ikettes"
"6802",1966-09-17,38,"7 And 7 Is","Love"
"6803",1968-02-24,38,"Born Free","The Hesitations"
"6804",1968-11-30,38,"Do Something To Me","Tommy James And The Shondells"
"6805",1992-09-26,38,"Divine Thing","The Soup Dragons"
"6806",1969-02-15,38,"Does Anybody Know I'm Here","The Dells"
"6807",1970-10-10,38,"Do What You Wanna Do","Five Flights Up"
"6808",1973-03-24,38,"One Less Set Of Footsteps","Jim Croce"
"6809",1978-11-25,38,"On The Shelf","Donny & Marie Osmond"
"6810",1981-12-19,38,"Castles In The Air","Don McLean"
"6811",1986-06-14,38,"Out Of Mind Out Of Sight","Models"
"6812",1987-07-25,38,"One For The Mockingbird","Cutting Crew"
"6813",1993-07-24,38,"Something's Goin' On","U.N.V."
"6814",1973-04-07,38,"Bitter Bad","Melanie"
"6815",1977-07-09,38,"Devil's Gun","C.J. & Company"
"6816",1981-04-25,38,"A Woman Needs Love (Just Like You Do)","Ray Parker Jr. & Raydio"
"6817",1986-04-12,38,"A Little Bit Of Love (Is All It Takes)","New Edition"
"6818",1991-03-23,38,"Ride The Wind","Poison"
"6819",1962-04-07,38,"Cry Baby Cry","The Angels"
"6820",1977-03-26,38,"Somethin' 'bout 'cha","Latimore"
"6821",1977-11-19,38,"Baby Come Back","Player"
"6822",1982-03-13,38,"867-5309/jenny","Tommy Tutone"
"6823",1992-08-29,38,"Restless Heart","Peter Cetera"
"6824",2011-03-26,38,"Colder Weather","Zac Brown Band"
"6825",1972-11-25,38,"Sunny Days","Lighthouse"
"6826",1982-12-25,38,"Does It Make You Remember","Kim Carnes"
"6827",1987-04-04,38,"Ship Of Fools (Save Me From Tomorrow)","World Party"
"6828",1993-01-23,38,"Quality Time","Hi-Five"
"6829",2000-11-25,38,"911","Wyclef Jean Featuring Mary J. Blige"
"6830",1963-07-13,38,"Swinging On A Star","Big Dee Irwin (with Little Eva)"
"6831",1964-11-28,38,"Shaggy Dog","Mickey Lee Lane"
"6832",1971-08-28,38,"Saturday Morning Confusion","Bobby Russell"
"6833",1986-07-12,38,"One Step Closer To You","Gavin Christopher"
"6834",2005-10-01,38,"Belly Dancer (Bananza)","Akon"
"6835",2008-06-21,38,"Closer","Ne-Yo"
"6836",1965-10-23,38,"Respect","Otis Redding"
"6837",1973-12-29,38,"Spiders & Snakes","Jim Stafford"
"6838",1988-05-21,38,"Beds Are Burning","Midnight Oil"
"6839",2014-08-09,38,"Studio","ScHoolboy Q Featuring BJ The Chicago Kid"
"6840",1991-01-26,38,"Shelter Me","Cinderella"
"6841",2007-03-31,38,"Buddy","Musiq Soulchild"
"6842",1970-07-11,38,"Spill The Wine","Eric Burdon And War"
"6843",1967-07-08,39,"7 Rooms Of Gloom","Four Tops"
"6844",1962-10-20,39,"Punish Her","Bobby Vee"
"6845",1960-05-07,39,"Clementine","Bobby Darin"
"6846",1974-10-12,39,"Papa Don't Take No Mess (Part I)","James Brown"
"6847",1962-02-03,39,"Pocketful Of Miracles","Frank Sinatra"
"6848",1964-06-27,39,"Rock Me Baby","B.B. King"
"6849",2017-04-22,39,"Rolex","Ayo & Teo"
"6850",2000-03-04,39,"Back At One","Mark Wills"
"6851",1960-03-05,39,"Am I That Easy To Forget","Debbie Reynolds"
"6852",1981-09-26,39,"Straight From The Heart","The Allman Brothers Band"
"6853",1994-04-16,39,"Player's Ball","OutKast"
"6854",1996-12-28,39,"Come See Me","112"
"6855",2009-12-05,39,"Consider Me Gone","Reba"
"6856",1962-12-22,39,"Comin' Home Baby","Mel Torme"
"6857",1969-01-25,39,"Are You Happy","Jerry Butler"
"6858",1973-12-22,39,"Some Guys Have All The Luck","The Persuaders"
"6859",2015-06-20,39,"Sangria","Blake Shelton"
"6860",1963-07-20,39,"(I Love You) Don't You Forget It","Perry Como"
"6861",1976-09-11,39,"(The System Of) Doctor Tarr And Professor Fether","The Alan Parsons Project"
"6862",1984-06-23,39,"Obscene Phone Caller","Rockwell"
"6863",1985-05-25,39,"Oh Girl","Boy Meets Girl"
"6864",1987-10-31,39,"Sugar Free","Wa Wa Nee"
"6865",1994-08-13,39,"Booti Call","BLACKstreet"
"6866",1962-01-13,39,"Poor Fool","Ike & Tina Turner"
"6867",1964-11-14,39,"Bless Our Love","Gene Chandler"
"6868",1982-05-15,39,"Circles","Atlantic Starr"
"6869",1988-04-30,39,"Ritual","Dan Reed Network"
"6870",1978-01-07,39,"(You're My) Soul And Inspiration","Donny & Marie Osmond"
"6871",1978-12-23,39,"Take Me To The River","Talking Heads"
"6872",1980-06-28,39,"Ashes By Now","Rodney Crowell"
"6873",1987-10-10,39,"Notorious","Loverboy"
"6874",1990-01-20,39,"Nothin' To Hide","Poco"
"6875",2009-07-04,39,"People Are Crazy","Billy Currington"
"6876",2015-12-12,39,"Break Up In A Small Town","Sam Hunt"
"6877",1971-10-16,39,"A Natural Man","Lou Rawls"
"6878",1986-10-18,39,"Somebody's Out There","Triumph"
"6879",1987-04-04,39,"Nothing's Gonna Change My Love For You","Glenn Medeiros"
"6880",1989-03-11,39,"Orinoco Flow (Sail Away)","Enya"
"6881",1987-06-27,39,"Only In My Dreams","Debbie Gibson"
"6882",1990-07-07,39,"Pure","Lightning Seeds"
"6883",1969-01-04,39,"Baby Let's Wait","The Royal Guardsmen"
"6884",2000-01-15,39,"Cowboy Take Me Away","Dixie Chicks"
"6885",1961-11-11,40,"Don't Blame Me","The Everly Brothers"
"6886",1960-03-19,40,"(There Was A) Tall Oak Tree","Dorsey Burnette"
"6887",1966-06-11,40,"Backstage","Gene Pitney"
"6888",1966-10-29,40,"All Strung Out","Nino Tempo & April Stevens"
"6889",1970-03-14,40,"Always Something There To Remind Me","R.B. Greaves"
"6890",1968-06-08,40,"Does Your Mama Know About Me","Bobby Taylor & The Vancouvers"
"6891",1960-06-18,40,"All I Could Do Was Cry","Etta James"
"6892",2001-01-13,40,"Bow Wow (That's My Name)","Lil Bow Wow"
"6893",2014-01-18,40,"Best Day Of My Life","American Authors"
"6894",2010-03-20,40,"On To The Next One","Jay-Z + Swizz Beatz"
"6895",2001-03-03,40,"Stranger In My House","Tamia"
"6896",1967-07-15,40,"Bowling Green","The Everly Brothers"
"6897",1968-04-13,40,"Ame Caline (Soul Coaxing)","Raymond Lefevre and His Orchestra"
"6898",1987-01-03,40,"Stop To Love","Luther Vandross"
"6899",1995-07-15,40,"Any Man Of Mine/Whose Bed Have Your Boots Been Under?","Shania Twain"
"6900",1967-02-11,40,"Pushin' Too Hard","The Seeds"
"6901",1971-01-30,40,"Somebody's Watching You","Little Sister"
"6902",1975-08-09,40,"(Shu-Doo-Pa-Poo-Poop) Love Being Your Fool","Travis Wammack"
"6903",1984-10-27,40,"Strung Out","Steve Perry"
"6904",1964-01-25,40,"Charade","Henry Mancini And His Orchestra"
"6905",1973-05-05,40,"Blue Suede Shoes","Johnny Rivers"
"6906",1975-11-08,40,"Diamonds And Rust","Joan Baez"
"6907",1988-11-19,40,"Symptoms Of True Love","Tracie Spencer"
"6908",2003-08-30,40,"Real Good Man","Tim McGraw"
"6909",1963-10-05,40,"Birthday Party","The Pixies Three"
"6910",1971-04-03,40,"Ask Me No Questions","B.B. King"
"6911",1978-05-27,40,"Stay","Rufus/Chaka Khan"
"6912",2003-01-04,40,"Do That...","Baby Featuring P. Diddy"
"6913",1977-05-14,40,"Slowdown","John Miles"
"6914",1978-04-15,40,"Rocket Ride","KISS"
"6915",1979-03-10,40,"Chase","Giorgio Moroder"
"6916",1988-02-06,40,"Rhythm Of Love","Yes"
"6917",1991-05-11,40,"Do You Want Me","Salt-N-Pepa"
"6918",2003-02-22,40,"Blowin' Me Up (With Her Love)","JC Chasez"
"6919",2013-04-20,40,"Alive","Krewella"
